City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Aykhal,RU,66.0,111.5,21.38,91,100,10.67,light snow
347,Puerto Aysen,CL,-45.4,-72.7,51.12,96,100,3.36,overcast clouds
348,Al Jabin,YE,14.704,43.599,61.12,73,11,0.25,few clouds
349,Hermanus,ZA,-34.4187,19.2345,48.79,76,23,17.16,few clouds
350,Manta,EC,-0.95,-80.7333,83.98,70,40,11.5,scattered clouds
351,Hovd,MN,48.0056,91.6419,52.39,44,77,3.4,broken clouds
352,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.1,78,21,7.52,few clouds
353,Mount Pearl,CA,47.5166,-52.7813,43.84,68,40,9.22,scattered clouds
354,Kalmunai,LK,7.4167,81.8167,79.5,84,100,5.84,overcast clouds
355,Fortuna,US,40.5982,-124.1573,61.93,86,100,11.5,overcast clouds
356,Ust'-Kulom,RU,61.6864,53.6902,43.77,93,100,6.51,overcast clouds
357,Kolokani,ML,13.5728,-8.0339,96.01,20,91,8.34,overcast clouds
358,Mazatlan,MX,23.2167,-106.4167,87.76,59,20,9.22,few clouds
359,Pontianak,ID,-0.0333,109.3333,76.98,94,40,3.44,scattered clouds
360,Xuddur,SO,4.1213,43.8894,74.28,81,6,14.23,clear sky
361,Novyy Urengoy,RU,66.0833,76.6333,1.92,97,29,7.0,scattered clouds
362,Huazhou,CN,21.6333,110.5833,70.18,97,100,6.11,overcast clouds
363,Verkhnevilyuysk,RU,63.4453,120.3167,38.23,62,100,5.12,overcast clouds
364,Auki,SB,-8.7676,160.7034,84.22,72,88,3.09,light rain
365,Turpan,CN,42.9333,89.1667,80.24,14,100,3.4,overcast clouds
366,Fort St. John,CA,56.2499,-120.8529,76.89,19,75,4.61,broken clouds
367,Kireyevsk,RU,53.9336,37.9279,48.15,90,98,9.35,overcast clouds
368,Sikasso,ML,10.9167,-7.0,87.3,41,93,6.06,light rain
369,Vieux-Habitants,GP,16.0589,-61.7659,80.17,73,74,10.85,broken clouds
370,Georgetown,MY,5.4112,100.3354,84.13,89,20,2.3,thunderstorm
371,Olyokminsk,RU,60.3736,120.4264,40.15,59,82,8.37,broken clouds
372,Kostomuksha,RU,64.571,30.5767,35.4,99,90,3.11,overcast clouds
373,Qa'En,IR,33.7265,59.1844,61.88,51,0,5.37,clear sky
374,Nabire,ID,-3.3667,135.4833,80.64,83,78,2.33,broken clouds
375,Shihezi,CN,44.3,86.0333,70.97,31,100,6.33,overcast clouds
376,Qal'Ah-Ye Shahr,AF,35.5473,65.5676,50.13,79,23,2.66,few clouds
377,Keflavik,IS,64.0049,-22.5624,46.31,87,75,20.71,broken clouds
378,Qusmuryn,KZ,52.4503,64.6311,53.91,75,83,8.79,broken clouds
379,Barcelos,PT,41.5388,-8.6151,58.68,78,0,8.14,clear sky
380,Bumba,CD,2.1833,22.4667,71.71,96,91,3.02,light rain
381,Kavaratti,IN,10.5669,72.642,85.53,70,96,7.63,overcast clouds
382,Fisterra,ES,42.9049,-9.2629,56.75,80,0,18.19,clear sky
383,Nadym,RU,65.5333,72.5167,14.72,90,16,12.15,few clouds
384,Fort Mcmurray,CA,56.7268,-111.381,80.19,18,0,11.5,clear sky
385,Okhotsk,RU,59.3833,143.3,34.88,85,100,12.33,overcast clouds
386,Flin Flon,CA,54.7682,-101.865,69.64,19,40,8.05,scattered clouds
387,Kursunlu,TR,40.841,33.2603,49.51,96,100,4.72,overcast clouds
388,Kupang,ID,-10.1667,123.5833,77.58,69,20,8.05,few clouds
389,Vacaria,BR,-28.5122,-50.9339,44.02,90,18,3.8,few clouds
390,Gagliano Del Capo,IT,39.8442,18.3695,60.82,93,25,11.07,scattered clouds
391,Lloydminster,CA,53.2835,-110.0016,71.82,30,75,11.5,broken clouds
392,Kitimat,CA,54.0524,-128.6534,70.18,58,100,3.44,light rain
393,Port Said,EG,31.2565,32.2841,66.18,88,0,8.05,clear sky
394,Chui,UY,-33.6971,-53.4616,54.95,68,60,5.59,broken clouds
395,Posto Fiscal Rolim De Moura,BR,-13.0833,-62.2667,77.16,72,100,2.04,overcast clouds
396,Leua,SK,48.2156,18.6071,49.17,93,100,9.82,light rain
397,Port Shepstone,ZA,-30.7414,30.455,68.41,66,100,10.25,overcast clouds
398,Yarmouth,US,41.7057,-70.2286,75.2,60,40,8.05,scattered clouds
399,East London,ZA,-33.0153,27.9116,61.14,85,100,18.88,moderate rain
400,La Passe,FR,45.5549,-0.8967,54.99,90,76,8.95,broken clouds
401,Dubbo,AU,-32.25,148.6167,53.73,71,100,11.5,overcast clouds
402,Pandan,PH,14.0453,124.1694,80.53,75,43,2.33,scattered clouds
403,Tura,IN,25.5198,90.2201,74.7,46,100,3.98,overcast clouds
404,Song Cau,VN,13.45,109.2167,78.21,91,92,3.11,overcast clouds
405,Bontang,ID,0.1333,117.5,79.47,87,42,3.62,scattered clouds
406,Jiaojiang,CN,28.6803,121.4428,64.99,87,98,3.98,overcast clouds
407,Bairnsdale,AU,-37.8333,147.6167,53.06,97,8,3.04,clear sky
408,Xiamen,CN,24.4798,118.0819,72.25,88,100,2.24,overcast clouds
409,Shaowu,CN,27.3409,117.4831,63.48,83,86,1.03,overcast clouds
410,Dickson,US,36.077,-87.3878,71.31,89,0,11.5,clear sky
411,Papao,PF,-17.75,-149.55,85.68,77,51,21.21,broken clouds
412,Javea,ES,38.7833,0.1667,62.33,81,100,3.0,overcast clouds
413,Mondlo,ZA,-27.983,30.7177,58.62,89,100,3.06,overcast clouds
414,Bhamo,MM,24.2667,97.2333,71.46,98,100,1.79,light rain
415,Yigo Village,GU,13.5361,144.8886,85.75,85,75,9.22,broken clouds
416,Al Bardiyah,LY,31.7561,25.0865,63.18,84,0,8.9,clear sky
417,Marquette,US,46.5333,-87.6335,63.84,71,100,4.9,overcast clouds
418,Ndele,CF,8.4109,20.6473,75.38,80,77,3.42,broken clouds
419,Altai,MN,46.3722,96.2583,45.97,44,34,5.23,scattered clouds
420,Buka,UZ,40.8108,69.1986,66.7,51,22,3.83,few clouds
421,Hastings,GB,50.8552,0.5729,52.92,51,85,20.96,overcast clouds
422,Margate,GB,51.3813,1.3862,51.87,89,96,14.0,overcast clouds
423,Fada,NG,9.5667,8.3,74.07,71,81,0.6,broken clouds
424,Lamu,KE,-2.2717,40.902,77.22,85,45,8.95,light rain
425,Diss,GB,52.3768,1.1091,50.18,95,84,8.99,broken clouds
426,Rosarito,MX,32.3333,-117.0333,72.66,67,0,8.95,clear sky
427,Bandar Lampung,ID,-5.4254,105.258,75.02,97,63,2.26,broken clouds
428,Oamaru,NZ,-45.0784,170.9801,54.37,93,44,6.44,scattered clouds
429,Quellon,CL,-43.1167,-73.6167,55.65,94,100,0.0,light rain
430,Pitimbu,BR,-7.4706,-34.8086,81.19,75,53,9.69,broken clouds
431,Sitka,US,57.0531,-135.33,53.49,71,100,13.8,light rain
432,Pangoa,PE,-12.1167,-73.0,70.54,91,96,1.5,overcast clouds
433,Siguiri,GN,11.6667,-9.5,89.42,32,63,4.68,broken clouds
434,Springbok,ZA,-29.6643,17.8865,46.31,68,0,13.2,clear sky
435,Fort Bragg,US,35.139,-79.006,84.78,36,0,10.36,clear sky
436,Saint-Pierre,RE,-21.3393,55.4781,73.08,64,0,6.91,clear sky
437,Stans,CH,46.9585,8.366,54.68,85,100,3.44,overcast clouds
438,Coronel Dorrego,AR,-38.7187,-61.2873,58.51,64,90,7.31,overcast clouds
439,Cabo San Lucas,MX,22.8909,-109.9124,85.6,52,17,13.42,few clouds
440,Yuzhno-Kurilsk,RU,44.0306,145.8556,48.42,68,1,3.87,clear sky
441,Moyynkum,KZ,44.2914,72.9469,69.75,52,100,9.28,overcast clouds
442,Muriti,TZ,-1.9833,32.9167,73.06,72,80,4.03,light rain
443,Mitu,CO,1.1983,-70.1733,75.49,90,35,1.39,scattered clouds
444,Coyhaique,CL,-45.5752,-72.0662,52.41,71,100,2.3,overcast clouds
445,Wenling,CN,28.3669,121.36,63.7,86,89,3.89,overcast clouds
446,Conceicao Da Barra,BR,-18.5933,-39.7322,71.22,92,90,5.37,overcast clouds
447,Phalia,PK,32.4297,73.5775,83.35,16,59,4.7,broken clouds
448,Mouila,GA,-1.8685,11.0559,75.47,97,98,1.16,light rain
449,Ylitornio,FI,66.3089,23.6773,46.15,82,64,3.13,broken clouds
450,Kapiri Mposhi,ZM,-13.9652,28.6809,55.62,63,0,3.89,clear sky
451,Nacala,MZ,-14.5428,40.6728,73.29,91,36,3.89,scattered clouds
452,Griffith,US,41.5284,-87.4237,70.29,90,100,5.75,very heavy rain
453,Tralee,IE,52.2704,-9.7026,48.45,93,10,1.16,clear sky
454,Khandyga,RU,62.6667,135.6,32.83,59,100,7.29,overcast clouds
455,San Rafael,AR,-34.6177,-68.3301,68.32,36,7,3.42,clear sky
456,Pico Truncado,AR,-46.7949,-67.9573,50.4,41,100,5.03,overcast clouds
457,Daru,PG,-9.0763,143.2092,79.84,88,99,13.11,overcast clouds
458,Dharmavaram,IN,14.4333,77.7167,83.71,65,99,13.44,overcast clouds
459,Nicoya,CR,10.1483,-85.452,89.26,59,81,3.24,broken clouds
460,Moapa Valley,US,36.5805,-114.4703,92.55,11,21,13.2,few clouds
461,Hajo,IN,26.25,91.5333,75.24,94,75,6.91,mist
462,Broome,US,42.2506,-75.833,80.98,29,0,6.91,clear sky
463,Turbat,PK,26.0023,63.044,86.16,36,2,3.27,clear sky
464,Barreirinhas,BR,-2.7469,-42.8264,77.36,88,15,4.68,few clouds
465,Sparta,US,43.9441,-90.8129,63.93,92,40,0.0,light rain
466,Sovetskaya Gavan',RU,48.9723,140.2878,57.78,46,69,5.86,broken clouds
467,Bodaybo,RU,57.8506,114.1933,34.57,90,100,1.12,light snow
468,Birzai,LT,56.2,24.75,51.15,57,81,5.61,broken clouds
469,Shiguai,CN,40.7058,110.2856,52.41,36,69,3.42,broken clouds
470,Hauterive,FR,46.0901,3.4459,54.36,94,81,3.62,broken clouds
471,Tamanrasset,DZ,22.785,5.5228,78.71,12,0,5.75,clear sky
472,Korbach,DE,51.2756,8.873,54.21,89,25,2.82,scattered clouds
473,Opuwo,NA,-18.0607,13.84,69.55,41,78,3.65,broken clouds
474,Chambas,CU,22.1928,-78.9136,79.2,79,89,10.76,overcast clouds
475,Ambanja,MG,-13.6833,48.45,72.09,92,28,3.71,scattered clouds
476,Sharypovo,RU,55.5403,89.2008,31.39,74,98,3.0,overcast clouds
477,Iguape,BR,-24.7081,-47.5553,65.34,78,81,7.61,broken clouds
478,Tamiahua,MX,21.2667,-97.45,85.12,72,3,13.38,clear sky
479,Ocos,GT,14.5094,-92.1933,86.74,67,35,12.37,scattered clouds
480,Salto De Agua,MX,17.6167,-92.3667,105.04,22,8,7.16,clear sky
481,Kosikha,RU,53.3617,84.5822,37.49,66,85,6.38,overcast clouds
482,Mount Hagen,PG,-5.8581,144.2274,61.56,100,75,2.3,fog
483,Prince Rupert,CA,54.3161,-130.3201,57.29,56,100,24.16,light rain
484,Barranca,PE,-10.75,-77.7667,70.45,78,12,8.55,few clouds
485,Laascaanood,SO,8.4774,47.3597,80.49,57,27,10.85,scattered clouds
486,Port Blair,IN,11.6667,92.75,83.64,79,99,25.12,overcast clouds
487,Adoni,IN,15.6333,77.2833,82.47,62,91,14.5,overcast clouds
488,Bitkine,TD,11.9801,18.2138,89.24,35,41,3.4,scattered clouds
489,San Luis De La Loma,MX,17.2706,-100.8939,84.99,65,100,6.73,overcast clouds
490,Ilhabela,BR,-23.7781,-45.3581,66.78,83,93,6.96,overcast clouds
491,Ende,ID,-8.8432,121.6623,76.44,80,80,7.49,broken clouds
492,Yevlakh,AZ,40.6183,47.1501,59.52,78,99,8.57,overcast clouds
493,Woolgoolga,AU,-30.1106,153.2007,60.67,83,6,4.43,clear sky
494,Hampton,US,37.0299,-76.3452,84.25,50,40,14.97,scattered clouds
495,Port Augusta,AU,-32.5,137.7667,57.38,64,0,4.5,clear sky
496,Kanigiri,IN,15.4,79.5167,86.4,54,100,3.76,overcast clouds
497,Mostaganem,DZ,35.9311,0.0892,63.81,81,10,13.94,clear sky
498,Nizhneangarsk,RU,55.7833,109.55,33.33,98,100,6.26,light snow
499,Paramonga,PE,-10.6667,-77.8333,71.1,80,16,9.06,few clouds
500,Saint-Paul,RE,-21.0096,55.2707,75.29,80,82,2.77,broken clouds
501,Walvis Bay,NA,-22.9575,14.5053,59.09,82,52,4.61,broken clouds
502,Sisimiut,GL,66.9395,-53.6735,29.16,76,76,12.64,broken clouds
503,Watertown,US,42.3709,-71.1828,84.22,37,20,13.8,few clouds
504,Cuajinicuilapa,MX,16.4667,-98.4167,88.92,49,82,9.1,broken clouds
505,Hoganas,SE,56.1997,12.558,52.95,59,43,4.0,scattered clouds
506,Itamaraca,BR,-7.7478,-34.8256,82.45,77,28,8.03,scattered clouds
507,Lazaro Cardenas,MX,17.9583,-102.2,84.87,64,90,11.88,overcast clouds
508,Rio Grande,BR,-32.035,-52.0986,64.51,59,65,7.45,broken clouds
509,San Pedro Pochutla,MX,15.7333,-96.4667,92.71,57,25,9.98,light rain
510,Juan Griego,VE,11.0817,-63.9655,86.13,66,44,20.71,scattered clouds
511,Zhukovo,RU,55.0318,36.744,43.57,64,76,4.52,broken clouds
512,Malango,ID,-2.9627,119.9001,67.87,94,97,1.74,overcast clouds
513,Namdrik,MH,5.5994,168.1028,82.85,80,70,12.95,light rain
514,Babol,IR,36.5513,52.679,62.98,86,37,2.93,scattered clouds
515,La Romana,DO,18.4273,-68.9728,86.36,58,75,13.8,broken clouds
516,Faya-Largeau,TD,17.9257,19.1043,86.27,18,18,14.79,few clouds
517,Langepas,RU,61.2544,75.2124,26.94,56,0,2.53,clear sky
518,Champerico,GT,14.3,-91.9167,81.14,66,51,12.95,broken clouds
519,Celestun,MX,20.8667,-90.4,86.4,66,31,16.22,scattered clouds
520,Pathein,MM,16.7833,94.7333,77.74,92,100,8.3,overcast clouds
521,Grand Falls-Windsor,CA,48.9332,-55.6649,49.48,56,5,9.84,clear sky
522,Rexburg,US,43.826,-111.7897,69.31,23,40,12.66,scattered clouds
523,Grahamstown,ZA,-33.3042,26.5328,50.95,94,100,9.13,light rain
524,Igarka,RU,67.4667,86.5833,6.19,93,41,9.37,scattered clouds
525,Monte Patria,CL,-30.6919,-70.9467,71.64,39,45,2.46,scattered clouds
526,Jutai,BR,-5.1833,-68.9,74.75,97,55,2.51,broken clouds
527,Negombo,LK,7.2083,79.8358,82.45,83,75,13.8,broken clouds
528,Mary,TM,37.0,62.5,74.43,28,0,7.96,clear sky
529,Road Town,VG,18.4167,-64.6167,77.04,69,40,9.22,moderate rain
530,Nelson,NZ,-41.2833,173.2833,53.29,91,1,1.79,clear sky
531,Puerto Deseado,AR,-47.7503,-65.8938,48.11,66,83,9.28,broken clouds
532,Sabang,ID,5.8933,95.3214,82.8,78,24,5.39,few clouds
533,Tofol,FM,5.3248,163.0078,82.18,89,75,3.44,light rain
534,Torghay,KZ,49.6339,63.4981,60.87,86,97,8.25,overcast clouds
535,Iwon-Up,KP,40.3231,128.6553,58.57,73,18,1.14,few clouds
536,Mount Sterling,US,38.0565,-83.9433,70.14,82,100,10.36,overcast clouds
537,Neustadt (Hessen),DE,50.85,9.1167,54.54,93,31,3.98,scattered clouds
538,Jianguang,CN,28.1938,115.7836,65.66,82,100,4.43,overcast clouds
539,Urumqi,CN,43.801,87.6005,70.75,25,0,8.95,clear sky
540,Al Muwayh,SA,22.4333,41.7583,85.14,16,13,8.41,few clouds
541,Babenhausen,DE,49.9667,8.9578,54.82,87,99,3.38,overcast clouds
542,Langsa,ID,4.4683,97.9683,74.95,96,100,2.95,overcast clouds
543,Pesqueira,BR,-8.3578,-36.6964,70.5,91,87,7.29,overcast clouds
544,Boise,US,43.6135,-116.2035,78.94,31,0,5.75,clear sky
545,Pemangkat,ID,1.1667,108.9667,78.89,87,30,2.66,scattered clouds
546,Kangding,CN,30.0513,101.9603,40.51,88,99,6.2,overcast clouds
547,Lospalos,TL,-8.5186,127.0025,71.24,72,76,7.34,broken clouds
548,Jayapura,ID,-2.5333,140.7,83.59,78,32,0.96,scattered clouds
549,Matoury,GF,4.8483,-52.3317,76.96,94,75,0.0,broken clouds
550,Xining,CN,36.6167,101.7667,44.92,53,8,1.81,clear sky
551,Midvagur,FO,62.0511,-7.1939,49.03,93,100,11.5,light intensity drizzle rain
552,Volchansk,RU,59.9378,60.081,39.78,69,35,4.85,scattered clouds
553,Canavieiras,BR,-15.675,-38.9472,74.55,85,50,4.43,scattered clouds
554,Dryden,CA,49.7833,-92.7503,75.49,29,20,8.05,few clouds
555,Bouar,CF,5.934,15.596,67.26,93,98,1.07,overcast clouds
556,Fort-Shevchenko,KZ,44.5086,50.263,58.77,70,94,9.46,overcast clouds
557,Banda Aceh,ID,5.5577,95.3222,79.95,83,39,4.81,scattered clouds
558,Jiangkou,CN,25.4872,119.1986,68.76,85,100,3.11,overcast clouds
559,Cadale,SO,2.7603,46.3222,80.69,86,64,15.57,broken clouds
560,Fuling,CN,29.7022,107.3919,67.03,75,100,2.35,overcast clouds
561,Bocaiuva,BR,-17.1078,-43.815,80.31,58,72,3.13,broken clouds
562,Pimampiro,EC,0.4,-77.9667,64.6,84,100,2.21,light rain
563,Gori,GE,41.9842,44.1158,56.14,97,100,9.55,overcast clouds
564,Laguna,US,38.421,-121.4238,87.08,34,0,8.05,clear sky
565,Illizi,DZ,26.4833,8.4667,85.8,14,96,10.29,overcast clouds
